,KHDRBS1,P4HA3,CMC1,DCAF5,cg01182099,ADAT3,cg01343313,SFT2D3,cg01588961,CPNE7,ARFIP1,cg02508651,cg02562604,cg02798848,cg03318900,C5orf32,ACBD6,BATF,CASZ1,cg04177251,GPATCH1,ADGRF1,cg04249191,cg04261367,FLJ46321,SH3BGR,LINC01512,ASB10,SCOC,cg04801273,TBCD_a,DNER,cg05550145,cg05612205,HEPACAM,TNPO2,MS4A6A,cg06493072,cg06590074,cg06781656,cg07537095,cg07617198,ELF3,cg07920321,TCF7_a,GLUL,GLIS3,cg08379332,cg08452095,BRSK2,MIR3074,LSP1,SLX4IP,JAKMIP3,SLC30A7,EYA2,cg09407967,NXN,cg09837088,RGS10,ZBTB4,cg10309000,ANXA5,COL18A1,LOC101927267,cg10512122,TNFAIP3,VWF,TMEM200B,cg11610831,CALHM3,VSTM1,cg13007843,cg13122415,MRPL23-AS1,cg13483774,cg13699428,KIF9,CUX1,BIN3,DEF6,TMED10,JAK1,TCF7_b,cg15818005,DAGLA,ZNF354B,cg16228798,KIAA0232,PCBD2,cg16606353,IL11,SNORD74,TMCC1,TBCD_b,ELAVL3,SORT1,LGALS8,cg17742165,ANXA13,cg18198670,TBX4,FAM69A,FAM131A,IL31RA,CHD7,C21orf82,cg18940929,NPC1,XRCC4,KRT78,NEK1,LOC388780,SFSWAP,SMOC1,cg20677278,LRRK1,SGK1,cg21139227,cg21339801,cg21376799,MYOF,cg21494760,EXOC3,ZIC2,cg21818901,cg21820281,cg21931115,NUFIP2,TENM2,RAP2B,CFAP45,STARD7,cg23423086,SSB,KDELR3,C19orf81,TPST1,cg23893830,PVT1,CDKN2C,RNF14,TMCO6,CYP19A1,cg24340935,CXCR5,GDPD4,FRMD4A,PHLPP1,cg24686050,cg24954221,cg25375589,EP400,NME5,ELF1,FAM20C,TCF7_c,SKI,CALHM1,cg26417132,MNAT1,cg27037013,ETV6,cg27164813,ATXN2,MYB
AD013,-9.184408959,-3.739726795,0.876551747,5.137898504,8.273907309,3.660685397,-8.100921754,1.801658358,2.236731283,-1.9478408,-0.420850452,-7.427231808,0.299350344,1.328380932,2.992871965,-4.696505861,1.514482791,2.635333894,4.256691211,-0.875957339,-5.702950097,7.913234468,0.336773282,0.085828645,2.529928268,0.167564741,2.331662628,0.213355323,1.036336903,2.942926423,1.59717862,5.50410713,0.891670399,2.079289328,3.199468073,0.285652301,3.766161647,3.244259738,2.946514148,1.334574554,-2.882966945,2.016196268,2.510887077,2.446818966,-2.926790623,3.733994035,-4.801065817,2.817319959,2.018502636,3.639698438,0.878544906,-0.291267331,-1.505547966,1.669616718,-1.925857762,-4.376569723,2.931426369,1.756067575,2.849752975,1.506792487,1.929390952,-1.560909465,1.12328896,-1.361836358,0.607234095,1.521033483,0.093102232,-0.294148534,-2.221244974,-2.531005539,2.91326094,0.924028534,-4.334244555,3.826298794,4.338461993,2.577248641,1.5551193,-3.212534342,-0.970133234,1.479581636,-2.702563336,3.022055523,-1.977701811,-2.372491278,3.955867052,4.11594784,3.26593908,1.582360073,1.599989954,1.414676353,2.736223224,6.539426039,-0.105065455,-4.410384744,-1.434577821,-4.449023649,1.306939601,1.027425295,-0.280367308,5.661337247,-0.033931313,0.945002316,-4.55097058,-2.24382135,3.173916146,3.178575081,0.67760166,5.078185372,-0.317920377,7.49726821,1.747017792,1.316657461,0.444740385,0.745847423,0.700537314,0.29551511,3.389801879,-5.045650544,1.24802099,2.776285185,1.222177713,-11.41432293,10.11877788,3.367483926,-3.041145427,6.735613538,3.880691646,2.872949049,2.518927607,3.628381371,2.09892415,1.883186427,-3.50061322,5.317641023,1.15241852,-0.459899801,-3.037109784,2.621284713,2.29509415,0.281863255,-5.678828014,-12.09151349,-4.447869974,2.298199339,-0.653269252,1.127579746,1.568594973,-0.769653887,3.458162779,1.365522867,-0.158268617,2.960339545,4.064828616,-0.078050445,2.056132958,1.131291526,-2.9975561,-1.489485441,-0.183511206,1.70431692,0.080706265,0.391888385,-3.463781862,2.424999241,2.852016848,6.513480833
AD227,-9.491669663,-3.244307558,1.472894173,5.677856143,8.055757594,3.72233079,-8.013957442,1.896773405,2.116133927,-2.26803957,-0.470653057,-6.84901491,0.351187794,1.351460912,2.377766742,-5.038764089,1.766376837,2.182702927,5.2580924,-0.859708327,-5.170403094,9.042169533,0.144801748,0.553392826,2.938544932,0.160000817,2.349059332,0.55064752,1.603710893,3.317882016,1.268068494,5.716249907,1.675942642,2.171691729,3.206345852,0.377182912,3.729194702,3.351698772,2.845901648,0.916917872,-3.566401285,2.523587743,2.08674826,2.175267111,-3.171165167,3.698060055,-3.746275779,3.282910839,1.818005368,3.89642948,1.084310396,-0.562214426,-1.66300722,1.380740107,-2.094933684,-4.268831257,3.181464169,1.964359814,2.895545261,1.13829722,3.101091305,-1.423571101,1.89886613,-1.353462327,0.919415618,1.769062944,0.604620282,-0.002019295,-2.542203677,-4.771310935,2.983649018,0.945873802,-4.275971606,4.282902826,4.687866801,2.591122614,1.477707174,-3.309745739,-0.64310561,1.332267427,-2.40770646,3.065621168,-1.949843061,-2.332331181,3.886243659,4.235121016,4.495198882,2.063090892,2.187118912,1.319788438,2.757801365,7.123123859,0.518503345,-4.989884475,-1.783420664,-4.690638535,1.357274944,0.86955861,0.13463708,6.020183702,0.547242617,1.161520861,-4.701185097,-1.530985623,3.686748751,3.480067666,0.4210381,4.725044425,-0.309831058,7.527664254,1.927227065,2.129282952,1.029539224,0.564065231,0.746245965,0.391698458,3.549213281,-4.652748244,1.463782944,3.202637026,1.069230932,-11.42248277,10.39224667,3.311981795,-3.762648539,6.15929333,3.919008055,2.722649036,3.093407333,2.932697122,2.184596624,1.975212895,-3.813344468,5.374553646,0.728464996,-0.450860095,-3.119799504,2.112799581,2.311898748,0.216301208,-5.662368149,-12.79286674,-4.275128729,1.750424115,0.077729186,1.102442331,1.655399071,0.400629103,3.936319678,1.800275333,0.344079951,2.835495711,3.494494958,0.19231083,1.518674709,0.167881562,-3.121454061,-1.113593237,0.218942543,1.10879847,0.375517187,0.644517781,-4.047241535,2.805107394,3.213174785,6.843084724
AD123,-9.77158449,-3.067241582,1.607166999,5.324933154,7.706786685,3.857530434,-8.322928604,1.737359701,2.134938566,-2.287911286,1.61202234,-7.532660915,0.50633062,1.437783693,2.342569218,-5.050563066,1.754639151,2.431579541,5.221067875,-0.595752762,-5.807627632,8.895875921,-0.301170892,0.947238758,2.253193912,0.464870173,2.279454662,0.251250302,1.795165145,2.666055734,1.189290573,6.530620215,0.998139964,2.250417196,3.129813593,0.989215987,3.679427827,3.269661851,2.745825174,0.759437757,-3.414633962,2.800151063,2.216942346,2.655389202,-3.497203706,3.623022907,-5.010036003,2.507245748,2.043203887,3.220851023,1.482376392,-0.430042227,-1.738446134,1.415974148,-2.503107973,-4.639980115,2.320733267,1.567909349,2.569296829,0.842990142,1.319780827,-1.49941853,1.631854376,-1.333867652,0.588291066,1.975072964,-0.110686875,0.168147625,-2.147718484,-2.500396849,3.088841907,1.111368077,-4.581871644,5.220629771,5.481515135,2.372213976,1.374383591,-3.103494179,-0.584565379,1.511417702,-2.147069263,3.146053582,-1.861151032,-2.795815982,4.177327908,3.837392869,4.581316991,2.37889493,2.965251806,1.455063923,3.087217328,6.994617698,-1.4547273,-4.188528821,-1.353672116,-5.108226846,1.812128371,0.610010549,0.566132155,5.364236131,0.16289757,0.823546795,-5.978615695,-1.833141058,3.296067246,3.331297209,0.071604692,4.365520082,-0.614118674,7.912618969,1.383328117,1.893419247,1.030455356,0.668535838,0.775025954,0.22295555,2.612927577,-3.343786574,1.300913172,2.938699991,0.517847308,-13.24497205,8.952128405,2.736402971,-3.677557576,6.855408375,4.066998387,2.906017055,3.311506537,2.752508126,2.532032099,1.732120685,-5.53335176,5.770290738,1.434503978,-0.392251584,-2.440937137,3.044670113,2.611227906,-0.20940006,-5.962679947,-11.12981801,-3.662626528,1.2679736,0.100647025,1.260361018,1.687984308,-0.121717159,3.82393439,1.904647052,0.178055167,2.749324023,3.893854943,0.253314084,2.519420992,-0.841561192,-3.417159923,-0.921919091,0.253160643,1.903695746,1.811917815,0.78092149,-3.876786073,2.898839237,3.407597399,7.003129091
AD363,-8.594740937,-3.414309433,1.295427801,5.319410286,7.614101048,3.704545414,-7.476206306,1.68579636,2.27705462,-2.472834346,-0.27933409,-7.147314788,0.580551418,1.516872529,2.988272074,-4.853201125,1.65015629,2.260391836,4.199683391,-0.450839193,-4.750655164,9.054868261,-0.192008818,1.281465458,3.129751065,0.120396679,2.290377916,0.20361421,1.892510214,3.071322684,1.381529668,5.789380542,1.302349626,2.394995278,3.014573937,0.667155114,4.006177762,3.351557171,2.853195248,0.942921332,-3.478985047,2.564907833,2.267473289,2.619451384,-3.368437134,3.982731525,-4.728636762,3.2766204,2.032462424,3.619373105,1.162206789,-0.525227733,-1.582633664,1.329599842,-2.234690977,-4.334915581,2.891081634,1.775668845,2.627837013,0.964031318,1.95727556,-1.621501014,1.990335436,-1.40876957,0.267929355,1.965850089,0.298022354,-0.005509748,-2.147901212,-3.971843105,3.163355431,1.007849246,-4.164329886,4.589554154,4.819035599,2.527268607,1.318783305,-3.014358654,-0.614653639,1.398238285,-2.380633618,2.708893113,-1.832379484,-2.585544633,3.721362136,4.108333017,4.918696682,1.895264606,2.785799736,1.388100169,3.119372793,5.964067888,-0.093773091,-4.502728303,-1.520563489,-4.713898118,1.498215441,0.769732734,0.030506933,5.763303299,-0.381768778,0.750927979,-4.790720485,-1.624171524,3.186557907,3.136922363,0.177905884,4.935206435,-0.54561255,7.387115921,1.545350782,1.777643486,1.129096305,0.758870647,0.832357474,0.59623701,2.925308605,-4.08872113,1.247927857,2.943220643,1.337845877,-12.60890555,8.934782025,3.474022673,-3.778838919,6.353628988,4.15519229,3.081674758,3.126825593,3.118360685,2.578032084,1.827169122,-3.927931171,5.261614458,1.257847953,-0.538148993,-3.374913449,2.940054403,2.143763347,0.05310315,-5.909262669,-10.74116517,-4.530893828,1.729662086,-0.603238142,1.349209071,1.53667818,-0.321620927,3.59175983,1.47469763,0.264990011,2.900006227,4.136351845,0.152081266,0.636769027,0.073829735,-3.250145698,-1.121843024,0.295427869,1.663514248,1.279146829,0.50591305,-3.530160944,2.949579193,3.228439353,7.000559043
AD330,-9.127065212,-3.125433848,1.867385193,5.875096531,8.39708051,4.281583968,-8.022008512,1.703434046,2.079307854,-2.332945935,1.35015553,-7.722868287,0.737426169,1.180220189,2.336389553,-5.017456425,2.062759243,1.237756546,5.103675574,-0.494789671,-5.554233899,8.117311484,0.056128933,2.289812868,2.771150683,0.63059631,2.177020291,0.292773837,1.793450776,3.07954662,1.372163643,6.266090161,1.159021344,2.478090842,3.027208722,1.010931714,3.999620927,3.473390331,2.935317519,0.498537687,-3.726129566,2.734190288,2.053642372,2.789003007,-3.669371735,3.902561398,-4.544525384,3.748477258,2.261132618,3.432407321,1.847466503,-0.599135753,-1.985460474,1.398207649,-2.525428665,-4.545930437,2.365338504,1.773527948,2.659649324,1.285528017,2.734378417,-1.501340735,1.690330253,-1.636588509,0.699985919,1.413267962,-0.126211836,0.257821962,-2.153439342,-3.605333537,3.322527673,1.060479836,-4.453442784,4.829823802,4.765659888,2.495506137,1.371383602,-3.112747035,-0.327793576,1.680990565,-2.637429025,3.176801993,-1.774220484,-2.798603505,4.029148477,4.028945014,5.268672884,2.32278139,2.769663298,1.087841139,3.019714453,7.394270724,0.470796253,-4.227654144,-1.537250668,-4.540954068,1.529159409,0.758881566,0.329499037,5.556154483,0.214474769,0.894408486,-5.359143542,-1.967502181,4.807506173,3.792241883,0.301789829,4.497930794,-0.684679291,7.736114476,1.543803076,2.183892963,0.982805385,1.237973709,0.895518046,0.882501686,2.929939058,-3.144947656,1.363791616,3.004088387,1.259333709,-11.42937534,10.03374983,2.847248918,-3.242826849,6.218574945,3.969163719,3.351026285,3.003464077,3.15483681,2.217528125,1.749674044,-4.095672511,5.289257245,0.457789105,-0.340779941,-3.2829837,2.771843942,2.501285761,-0.282038715,-6.03302515,-12.05863095,-3.799730261,1.737101136,-0.256857869,1.377608958,1.990523884,0.519599215,4.784723125,2.016027169,0.054945061,3.136923827,3.510537167,0.392902635,1.990602655,-1.650450032,-3.399575285,-0.936081895,0.202820186,1.808550152,0.649080411,0.247096033,-4.019294539,2.68498695,3.608780413,7.491619178
AD168,-9.709164268,-3.338268443,1.310803334,5.259603964,8.37174579,4.138858194,-7.837318031,2.088196071,1.758190517,-2.528732009,1.023953451,-7.389442481,0.502089239,1.198282997,3.006769378,-5.236363908,1.703896535,2.395582128,4.123229365,-0.635385759,-5.564096912,7.813068701,0.100231147,1.489472237,1.960926871,-0.037730748,2.239541115,0.241874828,1.638140594,2.610655121,1.323591102,6.152109083,1.450499376,2.136885985,3.063837004,0.969803291,4.054052963,3.354990732,2.630128261,1.045582685,-3.420228831,2.347307114,2.302389494,3.051657012,-3.246898941,3.117689068,-4.831394592,2.773186613,2.29460978,3.453800835,1.583009205,-0.505471282,-1.816349066,1.441645996,-2.627052621,-4.730684946,2.968835511,1.764074685,2.626376495,1.422725282,2.480357229,-1.640399555,1.886776388,-1.487244494,0.810328761,2.035953531,-0.237754859,0.07414688,-2.080254259,-3.14575249,3.075279409,1.093638372,-4.4532801,4.375327932,5.20999658,2.346456659,1.466089213,-3.152916537,-0.523638981,1.538005266,-2.310248779,3.102567823,-1.780804108,-2.750015966,4.087412794,4.266049512,4.658188154,2.073957048,2.479083807,0.784700356,3.123942012,7.364960561,-0.623710956,-4.731631232,-1.673017478,-4.675163582,1.788858961,0.779922756,0.263333469,5.346418419,-0.028397341,1.173273621,-5.567895718,-2.544313119,3.22944571,3.62677009,0.164768436,4.167769051,-0.450422196,7.709082691,1.553575423,1.972772451,1.10348689,1.331052662,0.599283934,0.381227833,2.681308537,-4.064325204,1.178697772,2.965456456,1.338869012,-11.93968681,9.373518769,3.090032436,-3.332039079,6.890933319,3.892365741,2.928980254,3.070585833,3.021463218,2.837218062,1.766775775,-4.906971931,5.878950564,1.016450007,-0.447210155,-2.72892998,2.846276776,2.609627661,-0.175323789,-5.908958117,-12.99237874,-3.985012103,0.924133834,-0.224409873,1.237614209,1.843008044,0.184352966,3.903331618,1.407404786,0.051697279,2.896862351,3.814261782,0.258310355,2.620655757,0.027900775,-3.234996453,-0.769096113,0.356648509,1.80933193,1.63415629,-0.143922627,-3.773698727,3.100286953,3.022306486,6.875999389
AD379,-9.318192868,-3.045847001,1.105724768,5.683639788,7.966729846,3.82467041,-8.13538477,1.905361507,1.99571901,-2.158513959,0.257980604,-7.258683381,0.632433167,1.214142808,3.507497021,-4.805426267,1.663009085,2.59730315,4.576669068,-0.60937502,-5.829671268,9.594942394,0.038168865,0.324418541,2.640604574,0.050654154,2.192435701,0.433305538,1.790210619,2.591367292,1.046765539,6.004358002,1.628648324,2.27978383,3.319630528,0.908175829,3.393906478,3.343769213,2.738949318,1.164944364,-3.338501511,2.602740812,2.132296823,2.239673078,-2.86959268,4.185562822,-4.423707854,3.028393652,1.762911656,3.32547842,1.144937019,-0.559053117,-1.672605598,1.429993395,-1.974291535,-4.580390007,3.100038359,1.428742912,2.878316979,1.041516769,1.760122584,-1.245582247,1.597536782,-1.477861599,0.375333106,1.96875515,0.102590776,0.086851608,-2.269235825,-3.386946185,3.176732275,1.141645584,-4.357569117,4.416638265,4.715251446,2.62938865,1.584981563,-3.618666657,-0.136929492,1.287577705,-2.621655843,3.322893195,-1.725481606,-2.124394867,3.878480361,4.16576531,4.536358799,2.128850221,2.379131889,1.379152005,2.88534386,6.941297652,-0.120378935,-4.668026829,-1.869073396,-4.673563723,1.77770666,1.423855998,0.225636829,5.798820891,-0.06254462,0.80908159,-4.827011375,-1.917745688,3.259455591,3.216759452,0.161458288,5.067813588,-0.306989292,7.267345263,1.321545324,2.000105083,0.997464612,0.318708319,0.873657331,0.634441783,3.231059515,-5.616319184,1.279450367,2.935411212,0.656310874,-12.45700743,9.139749792,3.320942902,-3.518099857,6.710047923,3.990015361,2.935216645,2.743003609,3.154631789,2.526144373,1.907344036,-4.396145866,5.4917831,1.382680485,-0.785327574,-2.898928181,2.453431695,2.490100346,0.04128475,-5.643134042,-11.91620892,-4.736698705,1.570597615,0.011844387,1.175198932,1.552812226,0.148795591,3.430728199,1.54987594,-0.114735055,2.968730139,3.862113827,0.481740969,1.727118148,0.414894126,-2.735923835,-1.178937925,0.396734225,1.574543703,0.336309678,0.290811998,-3.940865582,2.822196875,3.111863072,7.004200982
AD299,-9.377703858,-3.286064513,1.18441451,5.432692638,8.010526548,3.884150208,-7.72177642,1.929799192,2.332303154,-2.339430988,0.23819748,-7.69644466,0.470610612,1.345806682,2.432925165,-4.942610033,1.630515066,2.568567733,5.016067846,-0.659934795,-5.312624917,8.599161476,0.270939131,0.100480614,2.199301872,0.24027589,2.463121282,0.207686648,1.750845218,2.58588858,1.414138121,5.798621024,1.098396728,2.489346882,3.103367648,0.284193067,3.592189566,3.564291458,2.996749548,1.046222787,-3.098317333,2.789058552,2.034173713,2.379752547,-3.295964841,3.930838025,-4.531614134,3.133056752,1.76143403,3.734211651,1.185249447,-0.345177558,-1.41356872,1.390633237,-1.939773532,-4.397459091,3.060429544,1.792073464,2.872738958,1.381882487,1.777778407,-1.72571621,1.589831901,-1.337816768,0.851279124,1.723874584,0.575871577,-0.253407442,-1.937978672,-3.957337449,3.275830208,0.746303122,-3.850031907,4.491894656,4.514596564,2.705631539,1.974272665,-3.228313806,-1.140959136,1.564457073,-2.212626693,3.402360023,-2.005830243,-2.586978234,3.844820963,4.22047674,3.987743787,1.967942906,2.014960953,1.838633676,3.163789924,6.415493791,0.204382373,-4.477553137,-1.247626985,-4.755158954,1.39148983,1.203450609,-0.067444941,5.796209425,0.390333623,0.860322285,-4.784911878,-2.064263912,3.421209658,3.62028713,0.557908871,5.086110871,-0.285026425,7.440293316,1.70161473,1.590338985,0.918915052,0.735665289,0.805129894,0.505362191,3.324427373,-3.930412649,1.296414055,3.117313184,0.81601926,-11.99549921,9.236128693,3.289162669,-3.454052739,6.612852976,3.845483107,2.851321783,2.788799723,3.070608566,2.227151813,1.964984276,-4.439204079,5.788861491,1.015643971,-0.45084173,-2.913941115,2.462305725,2.114433814,0.251261778,-6.02547084,-11.30338113,-4.688529852,1.795189701,0.263977792,1.126891621,1.511611347,-0.209144213,3.849650719,1.508881528,0.054750467,2.977952451,4.6105486,0.008334,1.390189779,0.648006052,-3.352670245,-1.264034707,0.073950129,1.565636877,0.562234021,0.663843565,-3.76957111,2.608766837,2.797152768,6.740475645
AD293,-8.464214153,-3.002081102,1.377521161,5.570879101,7.691396309,3.563765177,-8.405587077,1.993737718,1.881441239,-2.084893587,-0.798139092,-6.937165155,0.187237709,1.484876173,2.896889248,-5.035617576,1.360481093,2.09874607,5.094183814,-0.426132885,-5.895670996,8.83611374,-0.051325997,-0.882464315,2.377315477,0.166942714,2.206583333,0.089867183,1.555028554,2.857965525,0.791895685,6.163150003,1.477556461,2.137310569,3.156699891,0.47292053,3.991641259,3.192818499,2.590684881,1.33513393,-3.55038102,2.613076649,2.382355526,2.544307467,-3.191284353,3.520814097,-5.243843959,2.93925331,2.237082583,3.672043895,1.055669979,-0.571410344,-1.496082863,1.530363251,-2.4380086,-4.675284981,2.944610721,1.797038446,2.869483039,1.17105335,1.037823144,-1.498812443,1.714825769,-1.268926859,0.545459919,2.002906889,-0.204881209,0.233773917,-2.402161751,-2.01872638,3.24875209,1.375118946,-4.190440152,4.820556786,4.941273167,2.691803193,1.018595152,-3.70869187,-0.594455088,1.536904977,-2.437589489,3.040261824,-1.752506707,-2.709437256,4.187670656,4.41666798,3.559243227,2.251447544,2.642643446,1.218487709,3.22446159,7.254547884,-0.380381219,-4.120076451,-1.830410024,-4.792550944,1.588586179,0.753847264,0.121027967,5.992667211,0.737756696,1.125699393,-5.658121334,-2.841764821,2.843518156,3.520493985,0.084639214,4.518886201,-0.403805482,7.556818246,1.790331735,1.839053883,0.862774956,0.926503826,0.691575979,0.588127711,2.812681609,-3.625123111,1.341128548,3.041311999,0.974405072,-13.05976967,9.328006332,3.457272652,-3.479350093,7.166233607,3.728569138,3.171651886,3.056153977,2.472660441,2.238289627,1.88483687,-5.721921215,5.795918168,1.04805767,-0.397428348,-2.920913147,2.785043958,2.311546871,-0.862304909,-5.97337617,-12.51225813,-3.917040401,1.563103822,0.721586012,1.237898139,1.360532442,0.09518724,3.970270636,1.495052482,0.200703312,2.862432961,3.940400589,0.385326111,1.354051413,0.044225357,-3.449096193,-1.162400326,0.204245616,1.581147584,0.943821085,-0.06045828,-3.938012603,2.923467033,3.181255651,7.144894656
AD128,-9.407868583,-3.131007407,1.207730079,5.331056449,8.416376216,3.895925807,-8.357248587,2.060791235,1.949895418,-2.2294449,-0.160698777,-6.696639319,0.355108063,1.497842299,2.686639096,-4.722659976,1.404424264,2.262667666,4.099367084,-0.737248867,-5.558312267,9.422294866,0.5026906,0.264213576,1.794753544,0.351339114,2.211785209,0.372505385,1.577448296,3.363134717,1.245915539,5.652409296,1.178682335,2.179627913,3.381944617,0.493918272,3.539421377,3.69504379,2.74692705,0.952941443,-3.130799714,2.476701747,2.451663012,2.267855361,-3.072094122,3.530534126,-4.201889421,2.349376147,1.816825683,3.954530549,0.96150874,-0.472612355,-1.617994851,1.561184435,-2.328212702,-4.26340954,3.17945214,1.788665961,2.924709541,1.197822787,1.996636619,-1.524579173,1.689202562,-1.204906404,0.61417008,1.815012458,-0.005727876,0.07185831,-2.213553516,-4.556320762,3.121371253,1.030129788,-4.121799021,4.214841914,4.498045346,2.59249237,1.540751528,-3.11676187,-0.57907824,1.831418583,-2.626559712,3.200589695,-2.334158125,-2.496772866,4.113945305,4.094967044,3.777621064,1.819269062,2.255566472,1.145575182,3.124241966,6.722853408,-0.215788338,-4.895437259,-1.316390968,-4.596533682,1.384074837,0.664454864,0.283547871,6.003548097,-0.342933364,1.210086984,-5.113940906,-2.105967786,3.484451542,3.197000293,0.362477524,4.99696884,-0.291998858,7.542552288,1.785097252,1.59665392,0.869759973,0.75747308,0.410351271,0.540168025,2.689365834,-4.069807306,1.34003248,3.020500525,1.24204618,-10.90425289,9.132468444,3.551482152,-3.364280032,7.072967163,3.728364813,3.033435854,2.899907807,2.773891447,2.415978788,2.06627659,-4.902910993,5.511790091,0.68253201,-0.407855175,-3.098272019,2.471650523,2.282809816,0.133834644,-5.832971764,-11.60250008,-4.272751152,1.412754584,-0.463428941,1.223534062,1.287669106,0.031633986,3.681987973,1.474507677,0.321911363,2.981596999,4.112184974,0.125974434,0.997132683,-0.205423203,-3.376389511,-1.464461101,0.181251713,1.739369247,0.5889693,0.44987506,-3.713283021,2.558975971,3.887145757,7.093460489
AD351,-8.967313366,-2.815300463,1.423649801,5.42104686,7.906254348,4.366551175,-8.669945798,2.1271742,2.195195953,-2.238963829,-0.123097529,-7.394927838,0.667452896,1.063789719,2.871504853,-5.096141075,1.560034287,2.234161513,5.696024345,-0.532755668,-5.629718376,7.99271199,-0.031466592,-0.077822531,3.176889833,0.056567108,2.235932287,0.171418076,1.728162128,2.597650085,0.855856257,5.816775364,1.42059378,2.353996896,3.007823007,0.727549027,4.034819791,3.358197454,2.633299564,0.652089413,-3.450727773,2.699198348,2.300369722,2.595735146,-3.625574884,3.38080069,-4.464215705,3.963783962,2.142185861,3.716988588,1.113962826,-0.648513944,-1.852494679,1.286409803,-2.884772581,-4.598056805,2.827702513,1.831446569,2.722203751,0.829141771,2.363850837,-1.241854702,1.743090134,-1.503400148,0.82425051,1.695960612,0.137444887,-0.134795372,-2.099112677,-2.079939392,3.332665656,0.951283645,-4.471807629,4.532485899,4.990184779,2.680488633,1.500312558,-3.85555756,-0.548126127,1.15712925,-2.172470237,3.136461739,-1.689941981,-2.855377953,3.883386295,4.096317909,3.532161994,2.127527936,2.473224611,0.813129544,2.919738926,6.554128507,-1.340692721,-4.577800477,-2.037874391,-4.498152637,2.044865058,1.299755313,0.482104721,5.967105788,0.470147272,0.807859814,-5.197669964,-1.689639316,3.408808065,3.491217927,0.780551943,4.450578278,-0.339280806,7.34966143,1.305861976,1.900567539,1.151921008,0.803451433,1.140751687,0.653362643,3.100593698,-4.271150726,1.210535833,3.019377283,0.858689481,-13.04867121,9.317666536,2.931362927,-3.409180538,6.412446653,4.081275462,3.020976464,2.804285697,3.055928038,2.357933257,1.863854978,-4.967902191,5.606194246,1.370190199,-0.519726608,-3.086912701,2.715272823,2.383006339,-0.246525741,-6.126286165,-12.54454585,-4.395569726,1.816661472,0.411540659,1.390796119,1.836871113,-0.114152615,3.118393193,1.658008656,-0.174209841,2.854935335,3.662616859,0.534614532,1.750007206,0.894061367,-3.343653395,-0.664395677,0.085965125,1.5692505,1.73856218,-0.052970096,-3.721181007,2.806554944,2.740756648,7.078776292
